tipo	subtipo	razon_social	descripcion	path	precio_total
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	209176
CONVOCATORIA ABIERTA	LICITACION PUBLICA	B.A.SANI S.A.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_B.A.SANI S.A._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	10496
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	7400
CONVOCATORIA ABIERTA	LICITACION PUBLICA	EUQUI S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE ARTICULOS DE TOCADOR Y PERFUMERIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_EUQUI S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE ARTICULOS DE TOCADOR Y PERFUMERIA	2675
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	59910
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH	ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH_ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	10246.58
CONVOCATORIA ABIERTA	LICITACION PUBLICA	CASTRO Y REGINI S.A.	CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_CASTRO Y REGINI S.A._CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	29092
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ALBERTO Y VICENTE S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE INDUMENTARIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ALBERTO Y VICENTE S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE INDUMENTARIA	51901.3
CONVOCATORIA ABIERTA	LICITACION PUBLICA	VILENI S.R.L.	ADQUISICION DE ARTICULOS DE LIMPIEZA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_VILENI S.R.L._ADQUISICION DE ARTICULOS DE LIMPIEZA	3408.16
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JUAN ERNESTO IBARRA	ADQUISICION DE ARTICULOS DE BAZAR	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JUAN ERNESTO IBARRA_ADQUISICION DE ARTICULOS DE BAZAR	583
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH	ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH_ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	13600.95
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	27700
CONVOCATORIA ABIERTA	LICITACION PUBLICA	FISCHETTI Y CIA. S.R.L.	ADQUISICION DE AGUA POTABLE	CONVOCATORIA ABIERTA_LICITACION PUBLICA_FISCHETTI Y CIA. S.R.L._ADQUISICION DE AGUA POTABLE	13750
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ECOSAN S.A.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ECOSAN S.A._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	7235.8
CONVOCATORIA ABIERTA	LICITACION PUBLICA	GRUPO ARGENSAN S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_GRUPO ARGENSAN S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	2200
CONVOCATORIA ABIERTA	LICITACION PUBLICA	CASTRO Y REGINI S.A.	CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_CASTRO Y REGINI S.A._CONVENIO MARCO DE COMPRAS - CONTRATACION DE SERVICIO DE FLETES	4942
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PINTURERIA ROSMAR S. A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PINTURERIA ROSMAR S. A._CONVENIO MARCO DE COMPRA - ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	13923
CONVOCATORIA ABIERTA	LICITACION PUBLICA	UNION GRAFICA S.A.	CONVENIO MARCO DE COMPRAS - SERVICIO DE ALQUILER DE CARPAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_UNION GRAFICA S.A._CONVENIO MARCO DE COMPRAS - SERVICIO DE ALQUILER DE CARPAS	199287
CONVOCATORIA ABIERTA	LICITACION PUBLICA	FISCHETTI Y CIA. S.R.L.	ADQUISICION DE AGUA POTABLE	CONVOCATORIA ABIERTA_LICITACION PUBLICA_FISCHETTI Y CIA. S.R.L._ADQUISICION DE AGUA POTABLE	12595
CONVOCATORIA ABIERTA	LICITACION PUBLICA	CARLOS GABRIEL VINCELLI	ADQUISICION DE ARTICULOS DE LIMPIEZA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_CARLOS GABRIEL VINCELLI_ADQUISICION DE ARTICULOS DE LIMPIEZA	14112
CONVOCATORIA ABIERTA	LICITACION PUBLICA	MATIAS DEMIAN GARDA	ADQUISICION DE ARTICULOS DE BAZAR	CONVOCATORIA ABIERTA_LICITACION PUBLICA_MATIAS DEMIAN GARDA_ADQUISICION DE ARTICULOS DE BAZAR	1794
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH	ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ELECTRICIDAD CHICLANA DE SANTOIANNI Y RODRIGUEZ SH_ADQUISICION DE MATERIALES ELECTRICOS Y LUMINARIAS	5063.54
CONVOCATORIA ABIERTA	LICITACION PUBLICA	GRUPO ARGENSAN S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_GRUPO ARGENSAN S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	80300
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	13700
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	40080
CONVOCATORIA ABIERTA	LICITACION PUBLICA	JAL ENTERTAINMENT S.R.L.	CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_JAL ENTERTAINMENT S.R.L._CONVENIO MARCO DE COMPRAS - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	3735
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PEUGEOT CITROEN ARGENTINA S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE AUTOMOVILES, UTILITARIOS Y PICK-UPS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PEUGEOT CITROEN ARGENTINA S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE AUTOMOVILES, UTILITARIOS Y PICK-UPS	410000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	FISCHETTI Y CIA. S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE AGUA POTABLE	CONVOCATORIA ABIERTA_LICITACION PUBLICA_FISCHETTI Y CIA. S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE AGUA POTABLE	3017.6
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._ADQUISICION DE COMPUTADORAS, NOTEBOOKS Y TABLETS	117153
CONVOCATORIA ABIERTA	LICITACION PUBLICA	EDICIONES EMEDE S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_EDICIONES EMEDE S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	22000
CONVOCATORIA ABIERTA	LICITACION PUBLICA	GRUPO ARGENSAN S.R.L.	CONVENIO MARCO DE COMPRA - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_GRUPO ARGENSAN S.R.L._CONVENIO MARCO DE COMPRA - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	8060
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	52200
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	178782.57
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE COMPUTADORAS Y NOTEBOOKS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE COMPUTADORAS Y NOTEBOOKS	53500
CONVOCATORIA ABIERTA	LICITACION PUBLICA	MELENZANE SA	ADQUISICION DE MATERIAL DEPORTIVO Y DIDACTICO	CONVOCATORIA ABIERTA_LICITACION PUBLICA_MELENZANE SA_ADQUISICION DE MATERIAL DEPORTIVO Y DIDACTICO	103091.69
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	33067
CONVOCATORIA ABIERTA	LICITACION PUBLICA	VIVERO CUCULO S.R.L.	CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE CONSTRUCCION Y ARTICULOS DE FERRETERIA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_VIVERO CUCULO S.R.L._CONVENIO MARCO DE COMPRA - ADQUISICION DE MATERIALES DE CONSTRUCCION Y ARTICULOS DE FERRETERIA	11460.9
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE COMPUTADORAS Y NOTEBOOKS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE COMPUTADORAS Y NOTEBOOKS	59800
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	14482
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS	72023.79
CONVOCATORIA ABIERTA	LICITACION PUBLICA	TEXXOR PINTURAS SRL	CONVENIO MARCO DE COMPRA - ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_TEXXOR PINTURAS SRL_CONVENIO MARCO DE COMPRA - ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	6858.9
CONVOCATORIA ABIERTA	LICITACION PUBLICA	B.A.SANI S.A.	CONVENIO MARCO DE COMPRA - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_B.A.SANI S.A._CONVENIO MARCO DE COMPRA - ALQUILER DE EQUIPAMIENTO PARA EVENTOS EN LA VIA PUBLICA	3020
CONVOCATORIA ABIERTA	LICITACION PUBLICA	POLYGRAPH S.A.	CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS II	CONVOCATORIA ABIERTA_LICITACION PUBLICA_POLYGRAPH S.A._CONVENIO MARCO DE COMPRA - SERVICIO DE ARTES GRAFICAS II	41120
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC-ARTS ARGENTINA S.A.	CONVENIO MARCO DE COMPRA - ADQUISICION DE COMPUTADORAS Y NOTEBOOKS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC-ARTS ARGENTINA S.A._CONVENIO MARCO DE COMPRA - ADQUISICION DE COMPUTADORAS Y NOTEBOOKS	85600
CONVOCATORIA ABIERTA	LICITACION PUBLICA	KODAK ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL	CONVENIO MARCO DE COMPRA - ADQUISICION DE ESCANERES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_KODAK ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL_CONVENIO MARCO DE COMPRA - ADQUISICION DE ESCANERES	8773.7
CONVOCATORIA ABIERTA	LICITACION PUBLICA	KODAK ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL	CONVENIO MARCO DE SERVICIOS DE ARTES GRAFICAS.	CONVOCATORIA ABIERTA_LICITACION PUBLICA_KODAK ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL_CONVENIO MARCO DE SERVICIOS DE ARTES GRAFICAS.	7267.56
CONVOCATORIA ABIERTA	LICITACION PUBLICA	ESTABLECIMIENTOS CAPORASO S.A.C.I.F.I. Y A.	CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_ESTABLECIMIENTOS CAPORASO S.A.C.I.F.I. Y A._CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	41155
CONVOCATORIA ABIERTA	LICITACION PUBLICA	EQUIPAMIENTO DE EMPRESAS S.A	CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_EQUIPAMIENTO DE EMPRESAS S.A_CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	3155
CONVOCATORIA ABIERTA	LICITACION PUBLICA	TEXXOR PINTURAS SRL	CONVENIO MARCO ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_TEXXOR PINTURAS SRL_CONVENIO MARCO ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	1336.65
CONVOCATORIA ABIERTA	LICITACION PUBLICA	TEXXOR PINTURAS SRL	CONVENIO MARCO ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	CONVOCATORIA ABIERTA_LICITACION PUBLICA_TEXXOR PINTURAS SRL_CONVENIO MARCO ADQUISICION DE PINTURAS Y PRODUCTOS AFINES	5175
CONVOCATORIA ABIERTA	LICITACION PUBLICA	LEANDRO CAMBIASSO	CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_LEANDRO CAMBIASSO_CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	10350
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC ARTS ARGENTINA S.A.	CONVENIO MARCO DE COMPRA COMPUTADORAS Y NOTEBOOKS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC ARTS ARGENTINA S.A._CONVENIO MARCO DE COMPRA COMPUTADORAS Y NOTEBOOKS	37440
CONVOCATORIA ABIERTA	LICITACION PUBLICA	EQUIPAMIENTO DE EMPRESAS S.A	CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	CONVOCATORIA ABIERTA_LICITACION PUBLICA_EQUIPAMIENTO DE EMPRESAS S.A_CONVENIO MARCO DE COMPRA - ADQUISICION MUEBLES DE OFICINA	3242
CONVOCATORIA ABIERTA	LICITACION PUBLICA	PC ARTS ARGENTINA S.A.	CONVENIO MARCO DE COMPRA COMPUTADORAS Y NOTEBOOKS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_PC ARTS ARGENTINA S.A._CONVENIO MARCO DE COMPRA COMPUTADORAS Y NOTEBOOKS	46800
CONVOCATORIA ABIERTA	LICITACION PUBLICA	MARTINEZ GODOY JUAN MANUEL Y MARTINEZ GODOY MARIANO JAVIER S.H.	CONVENIO MARCO ADQUISICION DE EQUIPOS E INSUMOS INFORMATICOS	CONVOCATORIA ABIERTA_LICITACION PUBLICA_MARTINEZ GODOY JUAN MANUEL Y MARTINEZ GODOY MARIANO JAVIER S.H._CONVENIO MARCO ADQUISICION DE EQUIPOS E INSUMOS INFORMATICOS	1051.9
